OFFER_DATE,OFFER_WEEK,OFFER_MONTH,PRODUCT,PRICE,DISCOUNT,CUSTOMER_ID,GENDER,AGE,EARNING_K,CONVERT
10/4/2017,Wednesday,October,Headset,40,20,83-927-1616,Male,40 - 50,60 - 100,0
10/10/2017,Tuesday,October,Mouse,40,20,95-107-0885,Female,40 - 50,60 - 100,0
4/13/2017,Thursday,April,HDMI Cable,50,30,31-695-5728,Male,40 - 50,150 ABOVE,0
2/3/2017,Friday,February,Mouse,50,20,07-109-4724,Male,60 and above,LESS THAN 30,0
7/6/2017,Thursday,July,USB Hub,30,30,94-706-8270,Male,30 - 40,30 - 60,0
1/17/2017,Tuesday,January,Headset,40,40,37-134-1233,Male,20 - 30,60 - 100,1
4/13/2017,Thursday,April,HDMI Cable,40,40,25-120-6434,Male,60 and above,100 - 150,0
10/4/2017,Wednesday,October,Lightning Cable,40,40,05-862-9656,Male,30 - 40,30 - 60,0
1/8/2017,Sunday,January,USB Hub,50,20,41-379-2939,Male,50 - 60,100 - 150,0
5/28/2017,Sunday,May,Lightning Cable,30,50,24-068-4088,Female,20 - 30,150 ABOVE,1
11/21/2017,Tuesday,November,Mouse,40,30,82-444-9017,Female,60 and above,30 - 60,0
3/18/2017,Saturday,March,Headset,30,20,58-411-7531,Male,30 - 40,30 - 60,0
8/12/2017,Saturday,August,USB Drive,40,30,48-687-1599,Female,40 - 50,30 - 60,0
8/5/2017,Saturday,August,Mouse,40,30,65-330-4980,Female,50 - 60,150 ABOVE,0
10/21/2017,Saturday,October,Mouse,50,60,22-178-3183,Male,50 - 60,60 - 100,0
2/7/2017,Tuesday,February,USB Hub,30,60,71-804-4738,Female,30 - 40,30 - 60,1
2/23/2017,Thursday,February,Lightning Cable,30,40,23-749-1911,Female,40 - 50,100 - 150,0
3/10/2017,Friday,March,Mouse,40,50,13-349-9908,Female,30 - 40,LESS THAN 30,0
3/7/2017,Tuesday,March,Lightning Cable,30,50,84-397-2979,Male,20 - 30,30 - 60,0
1/1/2017,Sunday,January,Keyboard,50,40,90-717-0247,Male,40 - 50,150 ABOVE,0
7/24/2017,Monday,July,HDMI Cable,30,20,66-946-4452,Male,50 - 60,30 - 60,0
7/9/2017,Sunday,July,Mouse,30,20,48-827-0805,Male,30 - 40,60 - 100,0
5/22/2017,Monday,May,Lightning Cable,30,20,12-983-3367,Male,60 and above,100 - 150,0
11/6/2017,Monday,November,USB Hub,50,50,47-582-3664,Female,40 - 50,100 - 150,0
11/21/2017,Tuesday,November,Headset,50,30,38-214-4375,Female,30 - 40,30 - 60,0
5/28/2017,Sunday,May,Mouse,40,50,39-017-4458,Female,30 - 40,LESS THAN 30,1
7/4/2017,Tuesday,July,Mouse,50,50,33-037-7616,Male,50 - 60,150 ABOVE,0
2/2/2017,Thursday,February,Keyboard,40,40,53-071-6088,Female,40 - 50,60 - 100,0
11/19/2017,Sunday,November,Lightning Cable,50,40,68-684-0067,Female,40 - 50,150 ABOVE,0
1/27/2017,Friday,January,HDMI Cable,40,50,32-700-8259,Male,60 and above,150 ABOVE,0
3/13/2017,Monday,March,Headset,30,50,39-863-6056,Male,50 - 60,100 - 150,0
7/22/2017,Saturday,July,Keyboard,50,60,45-787-1220,Female,60 and above,60 - 100,0
10/30/2017,Monday,October,USB Drive,30,20,87-196-0256,Female,50 - 60,100 - 150,1
3/2/2017,Thursday,March,HDMI Cable,40,40,73-315-7674,Male,30 - 40,LESS THAN 30,0
9/3/2017,Sunday,September,USB Drive,50,40,58-785-1782,Male,40 - 50,30 - 60,0
7/5/2017,Wednesday,July,Mouse,40,30,85-675-2887,Female,60 and above,60 - 100,0
5/30/2017,Tuesday,May,Keyboard,40,40,53-543-2112,Female,40 - 50,60 - 100,0
7/23/2017,Sunday,July,Headset,30,60,96-471-1497,Male,50 - 60,60 - 100,1
8/29/2017,Tuesday,August,HDMI Cable,40,20,23-388-2342,Male,20 - 30,150 ABOVE,0
5/14/2017,Sunday,May,Headset,30,30,87-977-7521,Male,40 - 50,60 - 100,1
4/10/2017,Monday,April,HDMI Cable,50,30,97-116-3121,Female,50 - 60,30 - 60,0
10/16/2017,Monday,October,Keyboard,40,30,38-854-4749,Female,20 - 30,LESS THAN 30,1
11/28/2017,Tuesday,November,USB Drive,50,40,55-291-7589,Female,60 and above,60 - 100,1
2/3/2017,Friday,February,Mouse,50,40,82-409-1725,Male,50 - 60,60 - 100,0
2/5/2017,Sunday,February,Mouse,50,20,27-508-9133,Male,20 - 30,LESS THAN 30,1
5/4/2017,Thursday,May,HDMI Cable,40,40,02-434-2479,Male,30 - 40,100 - 150,1
12/7/2017,Thursday,December,Mouse,30,60,05-191-1302,Female,50 - 60,150 ABOVE,0
1/20/2017,Friday,January,USB Hub,50,40,74-692-5419,Male,50 - 60,30 - 60,0
1/27/2017,Friday,January,USB Drive,30,50,05-763-1874,Male,30 - 40,150 ABOVE,0
1/24/2017,Tuesday,January,Mouse,40,40,30-787-0967,Female,60 and above,100 - 150,0
4/21/2017,Friday,April,Headset,50,60,29-395-3631,Female,60 and above,100 - 150,1
5/10/2017,Wednesday,May,HDMI Cable,40,20,10-151-1276,Male,40 - 50,150 ABOVE,0
2/4/2017,Saturday,February,Lightning Cable,30,20,44-692-0809,Female,60 and above,100 - 150,1
2/13/2017,Monday,February,USB Hub,50,40,79-612-6045,Female,50 - 60,30 - 60,0
8/8/2017,Tuesday,August,HDMI Cable,40,20,40-246-4900,Female,30 - 40,150 ABOVE,0
12/26/2017,Tuesday,December,HDMI Cable,50,30,64-436-5338,Female,30 - 40,60 - 100,0
6/18/2017,Sunday,June,Keyboard,30,40,08-879-6175,Female,20 - 30,LESS THAN 30,0
9/29/2017,Friday,September,Keyboard,50,30,29-952-0774,Female,60 and above,100 - 150,0
9/20/2017,Wednesday,September,Keyboard,40,40,04-089-9418,Female,40 - 50,LESS THAN 30,0
10/18/2017,Wednesday,October,Keyboard,40,50,99-667-5695,Female,20 - 30,100 - 150,1
7/11/2017,Tuesday,July,USB Hub,40,30,88-825-3546,Female,60 and above,LESS THAN 30,0
5/27/2017,Saturday,May,USB Drive,40,40,30-056-4237,Female,50 - 60,100 - 150,1
2/12/2017,Sunday,February,Headset,30,50,19-938-5750,Female,20 - 30,LESS THAN 30,0
6/9/2017,Friday,June,Lightning Cable,40,30,01-977-7960,Female,60 and above,60 - 100,0
8/22/2017,Tuesday,August,Headset,40,30,42-268-0578,Male,60 and above,150 ABOVE,0
7/16/2017,Sunday,July,Lightning Cable,40,60,26-360-1614,Female,40 - 50,60 - 100,1
6/4/2017,Sunday,June,USB Drive,40,60,91-899-7334,Female,20 - 30,30 - 60,1
10/28/2017,Saturday,October,Mouse,40,20,26-619-5599,Male,40 - 50,100 - 150,1
7/28/2017,Friday,July,Headset,50,20,30-400-8528,Female,40 - 50,150 ABOVE,0
10/14/2017,Saturday,October,USB Hub,30,20,78-155-4267,Female,20 - 30,60 - 100,1
10/14/2017,Saturday,October,Lightning Cable,40,40,77-918-4426,Female,50 - 60,100 - 150,0
12/15/2017,Friday,December,USB Drive,40,30,60-984-3282,Female,20 - 30,100 - 150,0
5/4/2017,Thursday,May,Mouse,50,20,85-261-7991,Male,60 and above,30 - 60,0
12/4/2017,Monday,December,USB Drive,50,30,00-760-9666,Female,60 and above,30 - 60,0
6/16/2017,Friday,June,HDMI Cable,40,20,01-708-4419,Male,50 - 60,60 - 100,0
10/10/2017,Tuesday,October,USB Hub,30,60,33-023-4417,Female,20 - 30,30 - 60,1
10/26/2017,Thursday,October,Mouse,40,30,01-735-9159,Male,30 - 40,60 - 100,1
7/9/2017,Sunday,July,Mouse,50,40,86-116-7570,Female,60 and above,60 - 100,1
6/2/2017,Friday,June,Keyboard,50,20,65-304-4936,Female,40 - 50,100 - 150,0
8/28/2017,Monday,August,HDMI Cable,30,30,69-561-5669,Male,30 - 40,150 ABOVE,1
8/23/2017,Wednesday,August,USB Drive,30,60,63-261-9311,Male,60 and above,LESS THAN 30,0
7/18/2017,Tuesday,July,Headset,30,40,35-142-7118,Male,50 - 60,150 ABOVE,0
9/19/2017,Tuesday,September,USB Hub,40,50,24-278-3501,Female,30 - 40,30 - 60,0
10/16/2017,Monday,October,USB Drive,30,40,50-411-4924,Male,60 and above,LESS THAN 30,0
10/30/2017,Monday,October,Mouse,30,40,01-300-3607,Female,40 - 50,150 ABOVE,0
9/22/2017,Friday,September,Keyboard,30,20,91-886-4128,Male,30 - 40,60 - 100,0
4/2/2017,Sunday,April,Keyboard,40,40,59-599-2559,Female,20 - 30,150 ABOVE,0
4/28/2017,Friday,April,Lightning Cable,50,20,74-771-9646,Female,30 - 40,100 - 150,0
4/30/2017,Sunday,April,HDMI Cable,50,20,04-936-0560,Female,20 - 30,60 - 100,0
5/20/2017,Saturday,May,Headset,50,30,44-992-4284,Female,40 - 50,30 - 60,0
5/18/2017,Thursday,May,Lightning Cable,30,20,77-994-8935,Male,60 and above,60 - 100,0
7/17/2017,Monday,July,Headset,30,20,05-918-6497,Female,30 - 40,LESS THAN 30,0
3/25/2017,Saturday,March,Mouse,50,40,12-240-9224,Male,40 - 50,30 - 60,0
8/21/2017,Monday,August,Headset,30,40,83-055-6523,Female,60 and above,100 - 150,0
4/18/2017,Tuesday,April,Headset,30,20,88-305-5560,Female,60 and above,LESS THAN 30,0
7/31/2017,Monday,July,USB Drive,50,20,00-602-5751,Female,20 - 30,150 ABOVE,0
7/3/2017,Monday,July,Mouse,50,20,64-310-8983,Female,40 - 50,150 ABOVE,0
4/3/2017,Monday,April,Lightning Cable,40,60,29-388-2060,Male,50 - 60,30 - 60,0
5/23/2017,Tuesday,May,Headset,40,20,40-956-5559,Female,30 - 40,150 ABOVE,0
10/31/2017,Tuesday,October,USB Hub,50,20,98-901-4304,Male,30 - 40,60 - 100,0
3/29/2017,Wednesday,March,Headset,50,50,35-977-1532,Female,40 - 50,150 ABOVE,0
2/4/2017,Saturday,February,USB Drive,40,20,62-173-5014,Female,40 - 50,100 - 150,0
4/15/2017,Saturday,April,USB Drive,30,20,12-366-0969,Female,20 - 30,30 - 60,0
7/11/2017,Tuesday,July,HDMI Cable,30,40,89-290-7760,Male,50 - 60,30 - 60,0
8/9/2017,Wednesday,August,Headset,40,40,10-037-2839,Female,50 - 60,LESS THAN 30,0
10/7/2017,Saturday,October,Headset,50,40,67-143-7958,Female,50 - 60,LESS THAN 30,0
10/9/2017,Monday,October,Lightning Cable,50,30,58-516-0951,Female,30 - 40,30 - 60,1
5/19/2017,Friday,May,Headset,40,20,00-134-6482,Female,40 - 50,60 - 100,0
8/14/2017,Monday,August,Mouse,50,40,04-996-8779,Male,20 - 30,60 - 100,0
7/11/2017,Tuesday,July,Lightning Cable,50,30,77-592-7208,Female,20 - 30,150 ABOVE,0
6/16/2017,Friday,June,Keyboard,40,30,00-602-1877,Male,60 and above,30 - 60,0
8/31/2017,Thursday,August,USB Hub,30,20,91-027-9533,Male,20 - 30,30 - 60,0
11/22/2017,Wednesday,November,HDMI Cable,50,60,98-348-5488,Female,50 - 60,LESS THAN 30,0
1/4/2017,Wednesday,January,HDMI Cable,30,20,65-616-5594,Male,60 and above,60 - 100,0
2/15/2017,Wednesday,February,Keyboard,50,40,86-402-7784,Male,50 - 60,LESS THAN 30,0
12/30/2017,Saturday,December,HDMI Cable,30,20,84-514-3093,Male,40 - 50,LESS THAN 30,0
8/16/2017,Wednesday,August,HDMI Cable,40,30,11-753-6422,Female,40 - 50,LESS THAN 30,0
3/5/2017,Sunday,March,USB Hub,30,50,87-171-3408,Female,20 - 30,60 - 100,1
2/19/2017,Sunday,February,Headset,30,40,38-263-2862,Female,40 - 50,30 - 60,0
2/23/2017,Thursday,February,HDMI Cable,50,30,42-503-7892,Female,60 and above,LESS THAN 30,0
6/16/2017,Friday,June,USB Drive,50,40,61-435-7845,Male,20 - 30,LESS THAN 30,1
12/23/2017,Saturday,December,Lightning Cable,50,60,69-329-4837,Male,40 - 50,60 - 100,0
2/13/2017,Monday,February,Lightning Cable,40,30,92-546-9781,Male,50 - 60,30 - 60,0
8/7/2017,Monday,August,Keyboard,50,60,63-303-0083,Male,30 - 40,150 ABOVE,0
4/28/2017,Friday,April,HDMI Cable,50,30,77-748-3395,Male,40 - 50,100 - 150,1
6/12/2017,Monday,June,HDMI Cable,30,20,37-623-7850,Male,60 and above,60 - 100,0
3/22/2017,Wednesday,March,USB Hub,30,40,31-554-2073,Female,60 and above,60 - 100,0
1/26/2017,Thursday,January,Mouse,30,40,30-414-7355,Male,60 and above,150 ABOVE,0
8/20/2017,Sunday,August,Headset,30,30,94-909-4388,Male,20 - 30,100 - 150,0
8/7/2017,Monday,August,USB Hub,30,30,39-829-1089,Female,40 - 50,30 - 60,0
3/15/2017,Wednesday,March,HDMI Cable,50,60,23-600-7895,Male,60 and above,100 - 150,1
6/26/2017,Monday,June,USB Drive,50,60,29-969-5216,Male,60 and above,30 - 60,0
6/21/2017,Wednesday,June,USB Drive,40,60,83-647-3564,Male,60 and above,150 ABOVE,0
8/26/2017,Saturday,August,HDMI Cable,30,40,49-189-0655,Male,40 - 50,30 - 60,0
6/16/2017,Friday,June,USB Hub,30,50,42-652-4498,Male,50 - 60,30 - 60,0
8/10/2017,Thursday,August,Keyboard,50,30,60-539-2784,Female,30 - 40,100 - 150,0
12/26/2017,Tuesday,December,Mouse,30,50,74-859-0119,Male,50 - 60,LESS THAN 30,0
6/20/2017,Tuesday,June,HDMI Cable,30,30,48-255-3600,Female,40 - 50,30 - 60,0
10/2/2017,Monday,October,Keyboard,50,40,00-758-9336,Male,60 and above,60 - 100,0
12/8/2017,Friday,December,Keyboard,30,60,47-523-9329,Female,20 - 30,150 ABOVE,0
7/17/2017,Monday,July,Lightning Cable,40,40,19-890-0837,Female,20 - 30,30 - 60,0
10/1/2017,Sunday,October,Keyboard,40,40,82-062-2068,Male,40 - 50,100 - 150,0
2/1/2017,Wednesday,February,HDMI Cable,50,60,16-532-1747,Female,30 - 40,150 ABOVE,0
9/5/2017,Tuesday,September,Lightning Cable,50,20,30-037-0501,Male,20 - 30,30 - 60,0
10/27/2017,Friday,October,USB Hub,40,50,09-324-8585,Male,60 and above,100 - 150,1
1/28/2017,Saturday,January,HDMI Cable,40,50,93-842-4614,Female,40 - 50,30 - 60,0
10/15/2017,Sunday,October,Lightning Cable,30,30,26-665-5585,Male,30 - 40,150 ABOVE,0
11/14/2017,Tuesday,November,Headset,30,20,28-809-0695,Male,20 - 30,150 ABOVE,0
9/11/2017,Monday,September,Mouse,30,60,68-135-3456,Female,50 - 60,60 - 100,0
12/1/2017,Friday,December,Headset,50,50,15-113-8869,Female,40 - 50,30 - 60,0
10/3/2017,Tuesday,October,Headset,30,40,01-928-7842,Male,20 - 30,30 - 60,0
11/26/2017,Sunday,November,Keyboard,30,60,97-623-7802,Female,60 and above,60 - 100,0
5/28/2017,Sunday,May,Keyboard,50,30,20-807-3859,Female,60 and above,100 - 150,0
12/3/2017,Sunday,December,Lightning Cable,50,50,96-093-6539,Female,40 - 50,LESS THAN 30,0
11/10/2017,Friday,November,Keyboard,30,60,57-170-3599,Male,50 - 60,LESS THAN 30,0
7/19/2017,Wednesday,July,USB Drive,30,30,65-728-3408,Male,20 - 30,30 - 60,0
9/14/2017,Thursday,September,HDMI Cable,40,20,00-575-2307,Male,60 and above,60 - 100,0
8/5/2017,Saturday,August,Keyboard,40,40,10-160-8941,Male,50 - 60,60 - 100,0
5/21/2017,Sunday,May,HDMI Cable,50,60,61-891-6842,Female,30 - 40,30 - 60,0
10/15/2017,Sunday,October,USB Hub,50,60,51-295-4044,Female,60 and above,100 - 150,0
2/23/2017,Thursday,February,Lightning Cable,30,30,03-524-0368,Male,30 - 40,LESS THAN 30,0
9/24/2017,Sunday,September,Lightning Cable,30,20,68-772-0614,Male,60 and above,60 - 100,1
11/9/2017,Thursday,November,Lightning Cable,50,40,13-099-8917,Male,20 - 30,150 ABOVE,0
8/7/2017,Monday,August,USB Hub,40,30,86-443-5547,Female,40 - 50,LESS THAN 30,0
3/15/2017,Wednesday,March,Headset,50,50,85-318-3248,Female,60 and above,30 - 60,0
9/11/2017,Monday,September,USB Drive,30,50,60-286-7670,Female,50 - 60,LESS THAN 30,0
7/14/2017,Friday,July,Headset,50,30,75-154-8548,Male,20 - 30,100 - 150,1
4/19/2017,Wednesday,April,HDMI Cable,50,30,11-060-8164,Male,60 and above,60 - 100,0
1/9/2017,Monday,January,USB Drive,50,30,48-432-5761,Female,20 - 30,150 ABOVE,1
2/25/2017,Saturday,February,USB Drive,50,20,93-704-0133,Male,60 and above,30 - 60,0
4/8/2017,Saturday,April,Keyboard,40,60,04-125-7680,Female,60 and above,60 - 100,0
10/12/2017,Thursday,October,HDMI Cable,50,50,47-758-1793,Female,20 - 30,150 ABOVE,1
3/5/2017,Sunday,March,Lightning Cable,50,20,49-583-3092,Male,50 - 60,60 - 100,0
7/16/2017,Sunday,July,USB Drive,30,30,10-274-8740,Male,30 - 40,LESS THAN 30,0
11/25/2017,Saturday,November,USB Drive,40,40,38-186-9803,Male,30 - 40,60 - 100,1
3/31/2017,Friday,March,Keyboard,40,50,86-534-3480,Male,30 - 40,100 - 150,0
2/16/2017,Thursday,February,HDMI Cable,30,40,49-358-7889,Female,60 and above,60 - 100,0
6/15/2017,Thursday,June,Keyboard,50,40,43-096-5688,Female,40 - 50,60 - 100,0
5/27/2017,Saturday,May,HDMI Cable,50,20,29-345-1776,Male,50 - 60,LESS THAN 30,0
2/26/2017,Sunday,February,Keyboard,30,40,25-433-1680,Male,40 - 50,60 - 100,0
8/25/2017,Friday,August,Keyboard,40,20,87-981-0472,Female,50 - 60,150 ABOVE,0
1/24/2017,Tuesday,January,Lightning Cable,30,50,76-560-0097,Male,20 - 30,150 ABOVE,1
12/11/2017,Monday,December,Mouse,40,30,47-128-6838,Female,50 - 60,LESS THAN 30,0
8/28/2017,Monday,August,HDMI Cable,50,50,65-797-6194,Female,40 - 50,100 - 150,1
9/22/2017,Friday,September,Keyboard,50,30,74-648-8452,Male,30 - 40,60 - 100,0
7/6/2017,Thursday,July,USB Hub,50,20,34-212-5819,Female,50 - 60,150 ABOVE,0
4/10/2017,Monday,April,HDMI Cable,30,30,54-031-0768,Female,60 and above,150 ABOVE,0
11/2/2017,Thursday,November,Lightning Cable,50,20,74-485-6057,Male,50 - 60,60 - 100,0
1/24/2017,Tuesday,January,Lightning Cable,40,40,23-068-7288,Male,30 - 40,150 ABOVE,0
3/25/2017,Saturday,March,Lightning Cable,50,60,41-748-8951,Male,60 and above,60 - 100,0
11/1/2017,Wednesday,November,Headset,50,20,91-437-3123,Female,40 - 50,LESS THAN 30,0
4/14/2017,Friday,April,Keyboard,50,20,86-410-4245,Female,20 - 30,LESS THAN 30,1
4/28/2017,Friday,April,Lightning Cable,30,60,49-655-1057,Male,60 and above,150 ABOVE,0
10/18/2017,Wednesday,October,USB Drive,50,60,34-624-7605,Female,30 - 40,150 ABOVE,0
6/26/2017,Monday,June,Lightning Cable,50,50,88-476-7423,Female,20 - 30,150 ABOVE,0
8/15/2017,Tuesday,August,Headset,30,30,48-726-7727,Female,30 - 40,150 ABOVE,1
10/8/2017,Sunday,October,Mouse,40,50,74-655-4535,Female,40 - 50,150 ABOVE,0
1/7/2017,Saturday,January,HDMI Cable,30,50,37-075-9077,Female,40 - 50,60 - 100,0
2/3/2017,Friday,February,Headset,50,40,51-749-0915,Female,60 and above,100 - 150,1
3/26/2017,Sunday,March,HDMI Cable,40,40,53-085-1306,Female,40 - 50,LESS THAN 30,0
11/14/2017,Tuesday,November,HDMI Cable,40,20,18-930-8067,Female,40 - 50,LESS THAN 30,0
6/22/2017,Thursday,June,Lightning Cable,40,40,23-583-0637,Female,40 - 50,30 - 60,0
8/13/2017,Sunday,August,Keyboard,30,60,97-092-6282,Male,50 - 60,100 - 150,0
3/26/2017,Sunday,March,Lightning Cable,30,40,93-437-8595,Male,20 - 30,LESS THAN 30,0
2/6/2017,Monday,February,Mouse,30,30,82-623-5384,Female,50 - 60,150 ABOVE,0
10/17/2017,Tuesday,October,HDMI Cable,30,20,33-688-6246,Female,50 - 60,100 - 150,1
3/19/2017,Sunday,March,USB Hub,30,50,60-642-0504,Female,40 - 50,100 - 150,0
3/14/2017,Tuesday,March,Mouse,50,60,49-557-6615,Male,60 and above,60 - 100,0
3/9/2017,Thursday,March,USB Hub,30,40,33-563-9507,Female,20 - 30,30 - 60,0
1/16/2017,Monday,January,HDMI Cable,30,20,09-579-9857,Female,60 and above,30 - 60,0
6/30/2017,Friday,June,USB Hub,30,30,75-940-1875,Female,40 - 50,100 - 150,0
1/20/2017,Friday,January,HDMI Cable,30,30,96-022-7439,Female,50 - 60,30 - 60,0
6/26/2017,Monday,June,USB Drive,30,60,26-252-9485,Male,60 and above,LESS THAN 30,0
4/23/2017,Sunday,April,USB Drive,50,20,59-765-3873,Male,50 - 60,30 - 60,0
1/22/2017,Sunday,January,HDMI Cable,50,60,77-441-2963,Male,30 - 40,30 - 60,0
8/14/2017,Monday,August,HDMI Cable,50,40,33-441-6692,Male,50 - 60,150 ABOVE,0
12/1/2017,Friday,December,Lightning Cable,50,20,62-697-5306,Male,40 - 50,60 - 100,0
3/23/2017,Thursday,March,Mouse,40,20,67-538-1368,Female,50 - 60,60 - 100,0
1/30/2017,Monday,January,USB Drive,30,50,78-196-1269,Male,30 - 40,30 - 60,1
11/12/2017,Sunday,November,Mouse,50,30,27-436-8405,Female,40 - 50,60 - 100,0
11/26/2017,Sunday,November,USB Hub,30,50,80-818-3379,Male,30 - 40,LESS THAN 30,0
3/16/2017,Thursday,March,USB Hub,30,20,37-102-7069,Male,50 - 60,150 ABOVE,0
2/24/2017,Friday,February,Headset,30,30,13-426-5005,Female,20 - 30,LESS THAN 30,0
11/15/2017,Wednesday,November,Keyboard,50,50,42-045-4792,Female,30 - 40,100 - 150,0
11/27/2017,Monday,November,Mouse,50,40,29-946-2018,Male,50 - 60,100 - 150,0
5/22/2017,Monday,May,USB Hub,30,40,31-081-7592,Male,20 - 30,60 - 100,0
6/6/2017,Tuesday,June,HDMI Cable,30,40,40-586-8225,Male,20 - 30,100 - 150,1
3/28/2017,Tuesday,March,Keyboard,30,60,99-799-4331,Male,60 and above,30 - 60,0
7/7/2017,Friday,July,USB Hub,40,30,64-145-9542,Male,30 - 40,30 - 60,0
11/16/2017,Thursday,November,Keyboard,50,30,22-250-1201,Male,50 - 60,LESS THAN 30,0
12/25/2017,Monday,December,Mouse,30,20,50-850-1530,Male,40 - 50,30 - 60,0
10/28/2017,Saturday,October,Mouse,50,50,89-133-8079,Male,20 - 30,100 - 150,1
2/23/2017,Thursday,February,Mouse,30,60,47-408-0181,Female,20 - 30,60 - 100,1
10/19/2017,Thursday,October,Headset,40,50,75-728-3255,Female,60 and above,60 - 100,0
8/7/2017,Monday,August,Keyboard,40,40,53-374-4891,Female,20 - 30,100 - 150,0
3/21/2017,Tuesday,March,HDMI Cable,40,60,45-867-5806,Male,30 - 40,100 - 150,1
10/26/2017,Thursday,October,USB Hub,30,60,16-488-3790,Male,30 - 40,30 - 60,0
5/18/2017,Thursday,May,USB Hub,30,40,15-884-8874,Female,40 - 50,60 - 100,1
6/16/2017,Friday,June,HDMI Cable,40,60,83-153-5272,Male,20 - 30,30 - 60,0
7/29/2017,Saturday,July,Mouse,30,30,52-837-9159,Female,20 - 30,60 - 100,1
9/7/2017,Thursday,September,HDMI Cable,50,50,32-056-6701,Female,50 - 60,60 - 100,0
7/11/2017,Tuesday,July,USB Drive,40,50,69-706-5513,Male,20 - 30,30 - 60,1
5/10/2017,Wednesday,May,Keyboard,30,20,64-957-7490,Female,40 - 50,60 - 100,0
2/17/2017,Friday,February,Headset,40,40,97-885-7056,Male,50 - 60,LESS THAN 30,0
3/8/2017,Wednesday,March,HDMI Cable,40,20,71-363-6734,Female,20 - 30,LESS THAN 30,0
7/25/2017,Tuesday,July,HDMI Cable,50,30,35-681-5629,Female,40 - 50,LESS THAN 30,0
1/10/2017,Tuesday,January,Lightning Cable,30,20,82-470-8333,Male,20 - 30,30 - 60,0
10/9/2017,Monday,October,Keyboard,50,50,06-219-1696,Female,20 - 30,60 - 100,1
7/25/2017,Tuesday,July,Lightning Cable,30,50,55-278-1826,Female,60 and above,60 - 100,0
12/1/2017,Friday,December,Lightning Cable,30,30,26-866-6985,Male,30 - 40,60 - 100,0
4/25/2017,Tuesday,April,USB Hub,40,20,80-894-2974,Female,40 - 50,150 ABOVE,0
10/27/2017,Friday,October,USB Hub,30,20,31-996-3321,Female,20 - 30,150 ABOVE,1
8/6/2017,Sunday,August,USB Drive,50,30,76-650-4705,Female,20 - 30,60 - 100,0
5/1/2017,Monday,May,Lightning Cable,40,40,21-425-3413,Female,60 and above,150 ABOVE,0
10/26/2017,Thursday,October,USB Hub,50,60,14-937-5160,Male,30 - 40,30 - 60,0
10/10/2017,Tuesday,October,HDMI Cable,50,30,56-339-2809,Female,20 - 30,100 - 150,0
5/17/2017,Wednesday,May,USB Hub,50,40,71-534-2960,Female,60 and above,60 - 100,0
12/1/2017,Friday,December,Headset,40,60,77-070-6967,Male,60 and above,30 - 60,0
11/23/2017,Thursday,November,Lightning Cable,40,40,70-716-1826,Female,40 - 50,150 ABOVE,0
11/8/2017,Wednesday,November,USB Drive,40,60,52-421-0955,Female,40 - 50,100 - 150,0
11/22/2017,Wednesday,November,USB Hub,40,60,49-737-4224,Male,20 - 30,150 ABOVE,1
9/17/2017,Sunday,September,HDMI Cable,30,60,91-349-0635,Female,50 - 60,100 - 150,0
12/5/2017,Tuesday,December,USB Hub,50,50,62-801-6796,Male,20 - 30,30 - 60,0
11/11/2017,Saturday,November,Headset,50,50,92-823-4516,Female,40 - 50,150 ABOVE,0
1/28/2017,Saturday,January,Headset,50,20,91-523-2932,Male,50 - 60,60 - 100,0
7/3/2017,Monday,July,USB Drive,40,60,43-985-9017,Male,20 - 30,150 ABOVE,1
4/1/2017,Saturday,April,USB Drive,30,30,03-717-2603,Female,30 - 40,30 - 60,0
8/18/2017,Friday,August,Mouse,40,40,57-070-7053,Male,30 - 40,LESS THAN 30,0
6/26/2017,Monday,June,USB Hub,40,60,98-847-6773,Male,60 and above,LESS THAN 30,0
10/28/2017,Saturday,October,USB Hub,30,60,71-411-7755,Female,60 and above,30 - 60,0
1/26/2017,Thursday,January,USB Drive,40,40,00-965-0888,Female,50 - 60,60 - 100,0
10/18/2017,Wednesday,October,USB Hub,30,50,51-812-9682,Male,50 - 60,30 - 60,0
12/8/2017,Friday,December,Mouse,30,60,76-485-2440,Male,40 - 50,100 - 150,0
3/21/2017,Tuesday,March,USB Drive,50,20,78-402-9085,Female,30 - 40,60 - 100,0
4/7/2017,Friday,April,Headset,30,60,45-305-5536,Male,30 - 40,150 ABOVE,0
7/3/2017,Monday,July,HDMI Cable,30,20,13-345-8706,Female,50 - 60,60 - 100,0
12/27/2017,Wednesday,December,Lightning Cable,40,60,61-799-1895,Female,60 and above,100 - 150,0
11/8/2017,Wednesday,November,Lightning Cable,30,50,40-639-7858,Female,50 - 60,150 ABOVE,0
8/22/2017,Tuesday,August,Headset,30,50,23-251-1739,Male,30 - 40,60 - 100,0
6/3/2017,Saturday,June,USB Hub,40,50,34-273-3051,Female,20 - 30,100 - 150,1
12/14/2017,Thursday,December,Headset,50,20,83-923-5753,Female,20 - 30,100 - 150,1
10/25/2017,Wednesday,October,Headset,40,20,86-414-8607,Male,40 - 50,30 - 60,0
11/9/2017,Thursday,November,HDMI Cable,30,40,02-807-9672,Female,60 and above,30 - 60,0
7/27/2017,Thursday,July,Mouse,40,30,10-949-6877,Female,20 - 30,LESS THAN 30,0
